YKK227gPpRn4_30.000_40.000.wav	Alarm_bell_ringing,Speech
Y-6p32k2WUCs_0.000_10.000.wav	Alarm_bell_ringing
Y-Zjgm_sZd10_0.000_4.000.wav	Alarm_bell_ringing
Y-ikrSfqB0LU_0.000_3.000.wav	Alarm_bell_ringing
Y26ubekDhG_Y_0.000_10.000.wav	Alarm_bell_ringing
Y2xXpSgqrtDE_40.000_50.000.wav	Alarm_bell_ringing
Y2xo20i_OZrM_80.000_90.000.wav	Alarm_bell_ringing,Speech
Y3BcwNM72zcQ_10.000_20.000.wav	Alarm_bell_ringing
Y44U-fF5rsjM_0.000_10.000.wav	Alarm_bell_ringing,Dog
Y4oQdHNxBFFY_20.000_30.000.wav	Alarm_bell_ringing,Speech
Y52Usv8FcO0w_30.000_40.000.wav	Alarm_bell_ringing,Speech
Y5pNzHcUedVo_10.000_20.000.wav	Alarm_bell_ringing
Y6PrBwQNpLvo_10.000_20.000.wav	Alarm_bell_ringing,Speech
Y6aNA6pqmpd8_0.000_6.000.wav	Alarm_bell_ringing
Y7fGU8SFid9E_130.000_140.000.wav	Alarm_bell_ringing
Y9QEM0ThcgD4_20.000_30.000.wav	Alarm_bell_ringing
Y9zWmlaj56pM_60.000_70.000.wav	Alarm_bell_ringing,Speech
YCvvvGRbF5mU_30.000_40.000.wav	Alarm_bell_ringing,Dog,Speech
YE8Yi41OgpWo_0.000_10.000.wav	Alarm_bell_ringing
YEL3v64rTpG8_0.000_9.000.wav	Alarm_bell_ringing,Speech
YEenFsKjpsQc_200.000_210.000.wav	Alarm_bell_ringing,Speech
YEqCEkkd_c_I_0.000_10.000.wav	Alarm_bell_ringing
YHoBWL3qAnGU_350.000_360.000.wav	Alarm_bell_ringing
YI-uouJ_Zsv4_0.000_10.000.wav	Alarm_bell_ringing,Speech
YI3kPmcHvMrg_30.000_40.000.wav	Alarm_bell_ringing,Dog
YJ1EO9afbq4U_80.000_90.000.wav	Alarm_bell_ringing
YJ1Qv0p8QsR8_150.000_160.000.wav	Alarm_bell_ringing,Speech
YJQplKcC6Ejw_0.000_10.000.wav	Alarm_bell_ringing,Speech
YL7bzKI26Pek_190.000_200.000.wav	Alarm_bell_ringing,Speech
YL9_QOpRG8s8_0.000_10.000.wav	Alarm_bell_ringing
YLgf99OrWOVM_420.000_430.000.wav	Alarm_bell_ringing
YMkF2nVQypFM_30.000_40.000.wav	Alarm_bell_ringing,Speech
YMsy4mmS1DYc_110.000_120.000.wav	Alarm_bell_ringing,Speech
YP900eyYudeg_30.000_40.000.wav	Alarm_bell_ringing,Speech
YPpKpwTI1REQ_410.000_420.000.wav	Alarm_bell_ringing
YSgbfq9K3Lqs_30.000_40.000.wav	Alarm_bell_ringing,Speech
YTLs3b0dV8Ew_10.000_20.000.wav	Alarm_bell_ringing
YTgp484iUwEg_190.000_200.000.wav	Alarm_bell_ringing
YU10g6Ou2A58_10.000_20.000.wav	Alarm_bell_ringing
YUhrqWmzFf8A_60.000_70.000.wav	Alarm_bell_ringing,Speech
YVafgccb1ubk_320.000_330.000.wav	Alarm_bell_ringing,Speech
YWmOE-cfIJe0_8.000_18.000.wav	Alarm_bell_ringing,Speech
YXiu_VGdKi4o_0.000_4.000.wav	Alarm_bell_ringing
YYTdVeMwwYkY_11.000_21.000.wav	Alarm_bell_ringing
YYaTkV4qCqQc_19.000_29.000.wav	Alarm_bell_ringing,Speech
YZFmyeuE40I8_500.000_510.000.wav	Alarm_bell_ringing,Speech
Y_CZzm6jUxbo_30.000_40.000.wav	Alarm_bell_ringing,Speech
Y_KNIJQJ-CHA_30.000_40.000.wav	Alarm_bell_ringing
Y_YoIeZgxdAI_0.000_10.000.wav	Alarm_bell_ringing,Dog
YaCVJyp88tpM_150.000_160.000.wav	Alarm_bell_ringing
YabTPRP0_F-A_180.000_190.000.wav	Alarm_bell_ringing,Speech
YaeEdZ2Pd7Mo_10.000_20.000.wav	Alarm_bell_ringing,Speech
Yb2o_IFW-9HQ_2.000_12.000.wav	Alarm_bell_ringing
YbLe0AmKB8fY_560.000_570.000.wav	Alarm_bell_ringing,Speech
YbRUUPDD_nSQ_22.000_32.000.wav	Alarm_bell_ringing,Speech
Ybm0xs7iYwo4_60.000_70.000.wav	Alarm_bell_ringing,Speech
YfjcfhE22AVQ_540.000_550.000.wav	Alarm_bell_ringing
Yj2ZWCwZh9LQ_10.000_20.000.wav	Alarm_bell_ringing,Dog,Speech
YkD_sM3ZF514_160.000_170.000.wav	Alarm_bell_ringing
YkIqf8gd4W8Q_590.000_600.000.wav	Alarm_bell_ringing
Yl8ImMjuK29M_330.000_340.000.wav	Alarm_bell_ringing
YmOfTDGOGBpI_160.000_170.000.wav	Alarm_bell_ringing,Running_water
YmpAYvNw6VEw_40.000_50.000.wav	Alarm_bell_ringing,Speech
Yn2u-4A9fY28_20.000_30.000.wav	Alarm_bell_ringing,Speech,Dog
YoFcRyerYBfM_30.000_40.000.wav	Alarm_bell_ringing
YqDCK7vo_MCM_140.000_150.000.wav	Alarm_bell_ringing,Speech
YqGDaSUy-llQ_0.000_9.000.wav	Alarm_bell_ringing
Yr4auqsn1UuA_430.000_440.000.wav	Alarm_bell_ringing
YrzAqETGwotg_20.000_30.000.wav	Alarm_bell_ringing,Speech
YtLgYuO-w638_0.000_10.000.wav	Alarm_bell_ringing
